accuracy,precision,recall,f1,n,positive_rate,confusion_matrix,roc_auc,majority_baseline_accuracy,majority_baseline_f1,majority_class,fold,n_train_participants,n_test_participants
0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,384,0.5,"[[188, 4], [4, 188]]",0.9947916666666666,0.5,0.0,0,0,16,4
0.96875,0.9956521739130435,0.9541666666666667,0.9744680851063829,384,0.625,"[[143, 1], [11, 229]]",0.9806712962962962,0.625,0.7692307692307693,1,1,16,4
0.9869791666666666,0.9947089947089947,0.9791666666666666,0.9868766404199475,384,0.5,"[[191, 1], [4, 188]]",0.9960259331597223,0.5,0.0,0,2,16,4
0.9583333333333334,0.9631578947368421,0.953125,0.9581151832460733,384,0.5,"[[185, 7], [9, 183]]",0.9846055772569444,0.5,0.0,0,3,16,4
0.9557291666666666,0.9785407725321889,0.95,0.9640591966173362,384,0.625,"[[139, 5], [12, 228]]",0.9851273148148149,0.625,0.7692307692307693,1,4,16,4
